4031	"Almería"	"Cantoria"	-2.180467	37.341557	4500
4032	"Almería"	"Carboneras"	-1.939815	37.003882	1800
4033	"Almería"	"Castro de Filabres"	-2.451432	37.179734	257
4036	"Almería"	"Chercos"	-2.271851	37.263868	583
4037	"Almería"	"Chirivel"	-2.268291	37.602828	0
4034	"Almería"	"Cóbdar"	-2.18534	37.249043	1111
4035	"Almería"	"Cuevas del Almanzora"	-1.815365	37.323195	10000
4038	"Almería"	"Dalías"	-2.823114	36.848512	9000
4902	"Almería"	"Ejido. El"	-2.781382	36.747897	0
4041	"Almería"	"Enix"	-2.596511	36.875637	1100
4043	"Almería"	"Felix"	-2.698803	36.876317	2140
4044	"Almería"	"Fines"	-2.267529	37.36542	853
4045	"Almería"	"Fiñana"	-2.856736	37.187891	3273
4046	"Almería"	"Fondón"	-2.855261	36.975052	1951
4047	"Almería"	"Gádor"	-2.507435	36.95595	1702
4048	"Almería"	"Gallardos. Los"	-1.951251	37.159927	0
4049	"Almería"	"Garrucha"	-1.831447	37.187334	0
4050	"Almería"	"Gérgal"	-2.556772	37.149898	4209
4051	"Almería"	"Huécija"	-2.628174	36.947704	1097
4052	"Almería"	"Huércal de Almería"	-2.465533	36.887181	1600
4053	"Almería"	"Huércal-Overa"	-1.939509	37.428781	12336
4054	"Almería"	"Illar"	-2.646246	36.981989	950
4055	"Almería"	"Instinción"	-2.686291	36.966378	1250
4056	"Almería"	"Laroya"	-2.343831	37.287849	542
4057	"Almería"	"Láujar de Andarax"	-2.902899	37.011156	3454
4058	"Almería"	"Líjar"	-2.230608	37.293047	963
4059	"Almería"	"Lubrín"	-2.067293	37.228429	5000
4060	"Almería"	"Lucainena de las Torres"	-2.154262	37.0419	1205
4061	"Almería"	"Lúcar"	-2.44188	37.438233	1545
4062	"Almería"	"Macael"	-2.296207	37.309085	1154
4063	"Almería"	"María"	-2.239668	37.749919	3500
4064	"Almería"	"Mojácar"	-1.866293	37.114294	4300
4903	"Almería"	"Mojonera. La"	-2.692043	36.774598	0
4065	"Almería"	"Nacimiento"	-2.658608	37.134954	3000
4066	"Almería"	"Níjar"	-2.126212	36.89023	5090
4067	"Almería"	"Ohanes"	-2.76121	37.061531	2404
4068	"Almería"	"Olula de Castro"	-2.488006	37.172877	294
4069	"Almería"	"Olula del Río"	-2.303264	37.379092	937
4070	"Almería"	"Oria"	-2.289423	37.494152	5600
4071	"Almería"	"Padules"	-2.771023	36.964614	871
4072	"Almería"	"Partaloa"	-2.229967	37.410889	881
4073	"Almería"	"Paterna del Río"	-2.949212	37.048614	1294
4074	"Almería"	"Pechina"	-2.400727	36.942769	1752
4075	"Almería"	"Pulpí"	-1.728345	37.399886	0
4076	"Almería"	"Purchena"	-2.361091	37.379033	2025
4077	"Almería"	"Rágol"	-2.693767	37.000181	1217
4078	"Almería"	"Rioja"	-2.440096	36.971096	1069
4079	"Almería"	"Roquetas de Mar"	-2.617105	36.775773	2200
4080	"Almería"	"Santa Cruz de Marchena"	-2.580222	37.037486	646
4081	"Almería"	"Santa Fe de Mondújar"	-2.52227	36.991328	441
4082	"Almería"	"Senés"	-2.334647	37.188853	737
4083	"Almería"	"Serón"	-2.546484	37.34191	5461
4084	"Almería"	"Sierro"	-2.393923	37.294109	882
4085	"Almería"	"Somontín"	-2.3904	37.417142	710
4086	"Almería"	"Sorbas"	-2.089547	37.100125	5200
4087	"Almería"	"Suflí"	-2.380793	37.31751	844
4088	"Almería"	"Tabernas"	-2.36298	37.071071	4700
4089	"Almería"	"Taberno"	-2.062428	37.480184	0
4090	"Almería"	"Tahal"	-2.283413	37.189277	1607
4091	"Almería"	"Terque"	-2.626881	36.948078	697
4092	"Almería"	"Tíjola"	-2.490901	37.401536	1536
4901	"Almería"	"Tres Villas. Las"	-2.720879	37.160001	0
4093	"Almería"	"Turre"	-1.939382	37.106146	3300
4094	"Almería"	"Turrillas"	-2.262207	37.029043	1100
4095	"Almería"	"Uleila del Campo"	-2.18681	37.176583	1600
4096	"Almería"	"Urrácal"	-2.348948	37.392885	850
4097	"Almería"	"Velefique"	-2.39936	37.196841	1000
4098	"Almería"	"Vélez-Blanco"	-2.105949	37.788552	7000
4099	"Almería"	"Vélez-Rubio"	-2.064545	37.590435	11300
4100	"Almería"	"Vera"	-1.856544	37.225199	10000
4101	"Almería"	"Viator"	-2.398946	36.894228	1400
4102	"Almería"	"Vícar"	-2.660575	36.812533	1100
4103	"Almería"	"Zurgena"	-2.032288	37.359348	2800
1001	"Araba/Álava"	"Alegría-Dulantzi"	-2.511082	42.829133	620
1002	"Araba/Álava"	"Amurrio"	-2.971805	43.025865	756
1049	"Araba/Álava"	"Añana"	-2.991617	42.813738	940
1003	"Araba/Álava"	"Aramaio"	-2.593717	43.046102	1827
1006	"Araba/Álava"	"Armiñón"	-2.873392	42.714032	267
1037	"Araba/Álava"	"Arraia-Maeztu"	-2.445247	42.749115	0
1008	"Araba/Álava"	"Arratzua-Ubarrundia"	-2.614357	42.924273	0
1004	"Araba/Álava"	"Artziniega"	-3.141378	43.129849	708
1009	"Araba/Álava"	"Asparrena"	-2.315963	42.894228	1018
1010	"Araba/Álava"	"Ayala/Aiara"	-3.07833	43.075616	2574
1011	"Araba/Álava"	"Baños de Ebro/Mañueta"	-2.675021	42.522822	417
1013	"Araba/Álava"	"Barrundia"	-2.4929	42.911724	989
1014	"Araba/Álava"	"Berantevilla"	-2.833232	42.686984	839
1016	"Araba/Álava"	"Bernedo"	-2.523634	42.693997	460
1017	"Araba/Álava"	"Campezo/Kanpezu"	-2.360892	42.686655	0
1021	"Araba/Álava"	"Elburgo/Burgelu"	-2.547204	42.865051	485
1022	"Araba/Álava"	"Elciego"	-2.624927	42.50723	1299
1023	"Araba/Álava"	"Elvillar/Bilar"	-2.540554	42.562056	456
1046	"Araba/Álava"	"Erriberagoitia/Ribera Alta"	-2.925146	42.802473	932
1056	"Araba/Álava"	"Harana/Valle de Arana"	-2.318377	42.757209	0
1901	"Araba/Álava"	"Iruña Oka/Iruña de Oca"	-2.819423	42.826511	0
1027	"Araba/Álava"	"Iruraiz-Gauna"	-2.476186	42.822721	0
1019	"Araba/Álava"	"Kripan"	-2.514512	42.595191	174
1020	"Araba/Álava"	"Kuartango"	-2.935396	42.895677	795
1028	"Araba/Álava"	"Labastida/Bastida"	-2.808739	42.605466	1158
1030	"Araba/Álava"	"Lagrán"	-2.608383	42.621238	509
1031	"Araba/Álava"	"Laguardia"	-2.573698	42.548519	2191
1032	"Araba/Álava"	"Lanciego/Lantziego"	-2.499907	42.544181	824
1902	"Araba/Álava"	"Lantarón"	-3.014039	42.755429	0
1033	"Araba/Álava"	"Lapuebla de Labarca"	-2.570302	42.494779	679
1036	"Araba/Álava"	"Laudio/Llodio"	-2.977814	43.138605	1895
1058	"Araba/Álava"	"Legutio"	-2.647786	42.98291	1958
1034	"Araba/Álava"	"Leza"	-2.637456	42.571238	359
1039	"Araba/Álava"	"Moreda de Álava/Moreda Araba"	-2.415038	42.527431	490
1041	"Araba/Álava"	"Navaridas"	-2.631428	42.539709	165
1042	"Araba/Álava"	"Okondo"	-3.018034	43.168503	926
1043	"Araba/Álava"	"Oyón-Oion"	-2.43285	42.544564	872
1044	"Araba/Álava"	"Peñacerrada-Urizaharra"	-2.700525	42.638296	776
1047	"Araba/Álava"	"Ribera Baja/Erribera Beitia"	-2.902679	42.724526	460
1051	"Araba/Álava"	"Salvatierra/Agurain"	-2.387136	42.838436	1415
1052	"Araba/Álava"	"Samaniego"	-2.673598	42.570654	655
1053	"Araba/Álava"	"San Millán/Donemiliaga"	-2.392888	42.878962	1881
1054	"Araba/Álava"	"Urkabustaiz"	-2.920898	42.96625	606
1055	"Araba/Álava"	"Valdegovía/Gaubea"	-3.12832	42.864052	2049
1057	"Araba/Álava"	"Villabuena de Álava/Eskuernaga"	-2.661427	42.541321	378
1059	"Araba/Álava"	"Vitoria-Gasteiz"	-2.687861	42.850442	9553
1060	"Araba/Álava"	"Yécora/Iekora"	-2.468706	42.555516	534
1061	"Araba/Álava"	"Zalduondo"	-2.343782	42.900257	305
1062	"Araba/Álava"	"Zambrana"	-2.822087	42.657366	247
1018	"Araba/Álava"	"Zigoitia"	-2.730717	42.968672	2278
1063	"Araba/Álava"	"Zuia"	-2.835924	42.984352	1129
33001	"Asturias"	"Allande"	-6.715628	43.236145	5879
33002	"Asturias"	"Aller"	-5.595606	43.108799	7944
33003	"Asturias"	"Amieva"	-5.094319	43.243374	2119
33004	"Asturias"	"Avilés"	-5.919161	43.559239	8354
33005	"Asturias"	"Belmonte de Miranda"	-6.252916	43.268191	7188
33006	"Asturias"	"Bimenes"	-5.561171	43.323661	2318
33007	"Asturias"	"Boal"	-6.822693	43.41746	5533
33008	"Asturias"	"Cabrales"	-4.828042	43.272466	2780
33009	"Asturias"	"Cabranes"	-5.421605	43.404893	3097
33010	"Asturias"	"Candamo"	-6.056018	43.448713	4792
33012	"Asturias"	"Cangas de Onís"	-5.055704	43.325437	6371
33011	"Asturias"	"Cangas del Narcea"	-6.551972	43.103208	17047
33013	"Asturias"	"Caravia"	-5.191581	43.460353	720
33014	"Asturias"	"Carreño"	-5.791008	43.550018	4982
33015	"Asturias"	"Caso"	-5.333142	43.162634	3672
33016	"Asturias"	"Castrillón"	-5.99254	43.549337	6315
